id,title,category,subcategory,outputType,imageModel,styleProfile,cameraProfile,lightingProfile,prompt,negativePrompt,variables,tags,version
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-winged-microfauna-loading-artwork","Winged Microfauna · Loading Artwork","creature","Winged Microfauna","Loading Artwork","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS winged microfauna loading artwork for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering compose a clean cinematic production image with safe negative space and a readable subject Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | winged-microfauna | loading-artwork | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-winged-microfauna-encyclopedia-artwork","Winged Microfauna · Encyclopedia Artwork","creature","Winged Microfauna","Encyclopedia Artwork","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS winged microfauna encyclopedia artwork for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering compose a readable subject-forward production illustration with safe margins Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | winged-microfauna | encyclopedia-artwork | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-winged-microfauna-psd-extraction-board","Winged Microfauna · PSD Extraction Board","creature","Winged Microfauna","PSD Extraction Board","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS winged microfauna psd extraction board for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise psd extraction board production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | winged-microfauna | psd-extraction-board | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-full-body","Crystal Flyer · Full Body","creature","Crystal Flyer","Full Body","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS crystal flyer full body for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise full body production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | full-body | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-portrait","Crystal Flyer · Portrait","creature","Crystal Flyer","Portrait","Nano Banana 2","NOVERIS Scientific Realism","portrait","museum-specimen","Create a premium NOVERIS crystal flyer portrait for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise portrait production study with the complete requested subject visible Camera: eye-level portrait framing with clear facial, eye, and beak anatomy. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | portrait | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-head-study","Crystal Flyer · Head Study","creature","Crystal Flyer","Head Study","Nano Banana 2","NOVERIS Scientific Realism","portrait","museum-specimen","Create a premium NOVERIS crystal flyer head study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise head study production study with the complete requested subject visible Camera: eye-level portrait framing with clear facial, eye, and beak anatomy. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | head-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-front-view","Crystal Flyer · Front View","creature","Crystal Flyer","Front View","Nano Banana 2","NOVERIS Scientific Realism","orthographic-front","museum-specimen","Create a premium NOVERIS crystal flyer front view for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise front view production study with the complete requested subject visible Camera: true front orthographic reference with no perspective distortion. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | front-view | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-side-view","Crystal Flyer · Side View","creature","Crystal Flyer","Side View","Nano Banana 2","NOVERIS Scientific Realism","orthographic-side","museum-specimen","Create a premium NOVERIS crystal flyer side view for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise side view production study with the complete requested subject visible Camera: true side orthographic reference with no perspective distortion. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | side-view | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-rear-view","Crystal Flyer · Rear View","creature","Crystal Flyer","Rear View","Nano Banana 2","NOVERIS Scientific Realism","orthographic-rear","museum-specimen","Create a premium NOVERIS crystal flyer rear view for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise rear view production study with the complete requested subject visible Camera: true rear orthographic reference with no perspective distortion. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | rear-view | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-top-view","Crystal Flyer · Top View","creature","Crystal Flyer","Top View","Nano Banana 2","NOVERIS Scientific Realism","orthographic-top","museum-specimen","Create a premium NOVERIS crystal flyer top view for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise top view production study with the complete requested subject visible Camera: true top orthographic reference for silhouette and wing geometry. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | top-view | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-bottom-view","Crystal Flyer · Bottom View","creature","Crystal Flyer","Bottom View","Nano Banana 2","NOVERIS Scientific Realism","orthographic-bottom","museum-specimen","Create a premium NOVERIS crystal flyer bottom view for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise bottom view production study with the complete requested subject visible Camera: true underside orthographic reference for flight and landing anatomy. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | bottom-view | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-orthographic-turnaround","Crystal Flyer · Orthographic Turnaround","creature","Crystal Flyer","Orthographic Turnaround","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS crystal flyer orthographic turnaround for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering show a production turnaround with consistent scale, grounded orientation, and no labels Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | orthographic-turnaround | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-wing-spread","Crystal Flyer · Wing Spread","creature","Crystal Flyer","Wing Spread","Nano Banana 2","NOVERIS Scientific Realism","wing-detail","museum-specimen","Create a premium NOVERIS crystal flyer wing spread for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise wing spread production study with the complete requested subject visible Camera: controlled wing-detail view showing feather architecture, lift surfaces, and attachment points. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | wing-spread | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-folded-wings","Crystal Flyer · Folded Wings","creature","Crystal Flyer","Folded Wings","Nano Banana 2","NOVERIS Scientific Realism","wing-detail","museum-specimen","Create a premium NOVERIS crystal flyer folded wings for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise folded wings production study with the complete requested subject visible Camera: controlled wing-detail view showing feather architecture, lift surfaces, and attachment points. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | folded-wings | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-crystal-flyer-skeleton","Crystal Flyer · Skeleton","creature","Crystal Flyer","Skeleton","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS crystal flyer skeleton for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise skeleton production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | crystal-flyer | skeleton | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
