"existing_resource_id","existing_resource_name","current_category","current_rarity","current_discovery_tier","current_planet_profile_references","current_runtime_references","current_economy_references","current_crafting_references","current_research_references","proposed_primary_category","proposed_subcategory","proposed_secondary_categories","proposed_tags","resource_type","keep_as_resource","move_to_discoveries","discovery_category","existing_discovery_match","duplicate_candidate","periodic_element_match","atomic_number","migration_required","replacement_resource_id","replacement_discovery_id","save_compatibility_risk","notes"
"RES-PROFILE-INFINITE-CRYSTAL","Infinite Crystal","Crystal","Exotic","Planetary","2","1","0","0","0","Crystals","Exotic Crystals","","Crystal;Exotic;Planetary","Crystal","true","false","rare-collections-and-wonders","WON-0397","false","false","","false","RES-PROFILE-INFINITE-CRYSTAL","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-INFINITE-ENERGY-TRACE","Infinite Energy Trace","Energy","Exotic","Planetary","2","1","0","0","0","Energy Materials","Infinite Energy","","Energy;Exotic;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-INFINITE-ENERGY-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ION-CORE","Ion Core","Energy","Uncommon","Planetary","1","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-ION-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-IRON-NODULES","Iron Nodules","Planetary","Uncommon","Planetary","1","1","0","0","0","Ores","Metal Ores","","Planetary;Uncommon","Ore","true","false","","","false","false","","false","RES-PROFILE-IRON-NODULES","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-LITHIUM-BRINE","Lithium Brine","Planetary","Uncommon","Planetary","1","1","0","0","0","Liquids","Saline Liquids","","Planetary;Uncommon","Liquid","true","false","","","false","false","","false","RES-PROFILE-LITHIUM-BRINE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-LIVING-BIOMASS-TRACE","Living Biomass Trace","Organic","Exotic","Planetary","2","1","0","0","0","Biological Materials","Biomass","","Organic;Exotic;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-LIVING-BIOMASS-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-LIVING-CORE","Living Core","Energy","Uncommon","Planetary","3","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-LIVING-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-LIVING-CRYSTAL","Living Crystal","Crystal","Uncommon","Planetary","1","1","0","0","0","Crystals","Living Crystals","","Crystal;Uncommon;Planetary","Crystal","true","false","","","false","false","","false","RES-PROFILE-LIVING-CRYSTAL","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-LIVING-NETWORK","Living Network","Planetary","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Planetary;Uncommon","Biological","true","false","","","false","false","","false","RES-PROFILE-LIVING-NETWORK","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-LIVING-REEF-CORE","Living Reef Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Coral Materials","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-LIVING-REEF-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-LIVING-TISSUE","Living Tissue","Organic","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Biological Tissues","","Organic;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-LIVING-TISSUE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-MAGMA-CORE","Magma Core","Energy","Uncommon","Planetary","4","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-MAGMA-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-MAGNESIUM","Magnesium","Planetary","Uncommon","Planetary","9","1","0","0","0","Elements","Alkaline Earth Metal","","Planetary;Uncommon;Alkaline Earth Metal;Mg","Element","true","false","","","false","true","12","false","RES-PROFILE-MAGNESIUM","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-MUTATION-CORE","Mutation Core","Energy","Uncommon","Planetary","1","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-MUTATION-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-MYCELIUM-CORE","Mycelium Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-MYCELIUM-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-NEGATIVE-MATTER","Negative Matter","Planetary","Uncommon","Planetary","1","1","0","0","0","Exotic Matter","Dark and Negative Matter","","Planetary;Uncommon","Exotic Matter","true","false","","","false","false","","false","RES-PROFILE-NEGATIVE-MATTER","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-OCEAN-PEARL","Ocean Pearl","Planetary","Uncommon","Planetary","5","1","0","0","0","Crystals","Gemstones","","Planetary;Uncommon","Crystal","true","false","","","false","false","","false","RES-PROFILE-OCEAN-PEARL","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-PARASITE-CORE","Parasite Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-PARASITE-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-PLANET-SEED-TRACE","Planet Seed Trace","Planetary","Exotic","Planetary","2","1","0","0","0","Primordial Matter","World Seeds","","Planetary;Exotic","Primordial Matter","true","false","","","false","false","","false","RES-PROFILE-PLANET-SEED-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-PLANETARY-DEFENSE-MATRIX","Planetary Defense Matrix","Planetary","Uncommon","Planetary","1","1","0","0","0","Manufactured Components","Defense Systems","","Planetary;Uncommon","Manufactured Component","true","false","","","false","false","","false","RES-PROFILE-PLANETARY-DEFENSE-MATRIX","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-POTASH","Potash","Planetary","Uncommon","Planetary","1","1","0","0","0","Rocks and Geological Materials","Volcanic Materials","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-POTASH","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-PRIME-MATTER","Prime Matter","Planetary","Uncommon","Planetary","3","1","0","0","0","Primordial Matter","Prime Matter","","Planetary;Uncommon","Primordial Matter","true","false","","","false","false","","false","RES-PROFILE-PRIME-MATTER","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-QUANTUM-ORE-TRACE","Quantum Ore Trace","Planetary","Exotic","Planetary","4","1","0","0","0","Ores","Exotic Ores","","Planetary;Exotic","Ore","true","false","","","false","false","","false","RES-PROFILE-QUANTUM-ORE-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-RARE-CRYSTAL-TRACE","Rare Crystal Trace","Crystal","Exotic","Planetary","2","1","0","0","0","Crystals","General Crystals","","Crystal;Exotic;Planetary","Crystal","true","false","","","false","false","","false","RES-PROFILE-RARE-CRYSTAL-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-REGENERATIVE-TISSUE","Regenerative Tissue","Organic","Uncommon","Planetary","2","1","0","0","0","Biological Materials","Biological Tissues","","Organic;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-REGENERATIVE-TISSUE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ROOT-CORE","Root Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-ROOT-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-SALT-WATER","Salt Water","Volatile","Uncommon","Planetary","11","1","0","0","0","Liquids","Saline Liquids","","Volatile;Uncommon;Planetary","Liquid","true","false","","","false","false","","false","RES-PROFILE-SALT-WATER","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-SANDSTONE","Sandstone","Planetary","Uncommon","Planetary","2","1","0","0","0","Rocks and Geological Materials","Sediments and Soils","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-SANDSTONE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-SHADOW-CORE","Shadow Core","Energy","Uncommon","Planetary","1","1","0","0","0","Exotic Matter","General Exotic Matter","","Energy;Uncommon;Planetary","Exotic Matter","true","false","","","false","false","","false","RES-PROFILE-SHADOW-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-SHIELD-CORE","Shield Core","Energy","Uncommon","Planetary","1","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-SHIELD-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-SNOW","Snow","Volatile","Uncommon","Planetary","2","1","0","0","0","Ices and Frozen Volatiles","Water Ice","","Volatile;Uncommon;Planetary","Ice","true","false","","","false","false","","false","RES-PROFILE-SNOW","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-SPORE-CORE","Spore Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-SPORE-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-STORM-WATER","Storm Water","Volatile","Uncommon","Planetary","1","1","0","0","0","Liquids","Fresh and Atmospheric Water","","Volatile;Uncommon;Planetary","Liquid","true","false","","","false","false","","false","RES-PROFILE-STORM-WATER","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-SYMBIOSIS-CORE","Symbiosis Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-SYMBIOSIS-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-TOXIC-CATALYST","Toxic Catalyst","Planetary","Uncommon","Planetary","11","1","0","0","0","Chemicals and Compounds","Catalysts","","Planetary;Uncommon","Compound","true","false","","","false","false","","false","RES-PROFILE-TOXIC-CATALYST","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-TOXIC-GAS","Toxic Gas","Gas","Uncommon","Planetary","2","1","0","0","0","Gases","Toxic Gases","","Gas;Uncommon;Planetary","Gas","true","false","","","false","false","","false","RES-PROFILE-TOXIC-GAS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-TOXIC-WATER","Toxic Water","Volatile","Uncommon","Planetary","4","1","0","0","0","Liquids","Hazardous Liquids","","Volatile;Uncommon;Planetary","Liquid","true","false","","","false","false","","false","RES-PROFILE-TOXIC-WATER","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-UNIVERSAL-ANOMALY","Universal Anomaly","Planetary","Uncommon","Planetary","1","1","0","0","0","Exotic Matter","Reality-Bending Matter","","Planetary;Uncommon","Exotic Matter","true","false","","","false","false","","false","RES-PROFILE-UNIVERSAL-ANOMALY","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-VOID-ORGANICS-TRACE","Void Organics Trace","Organic","Exotic","Planetary","1","1","0","0","0","Organic Materials","Organic Compounds","","Organic;Exotic;Planetary","Organic","true","false","","","false","false","","false","RES-PROFILE-VOID-ORGANICS-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-VOLCANIC-GLASS","Volcanic Glass","Planetary","Uncommon","Planetary","2","1","0","0","0","Rocks and Geological Materials","Natural Glass","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-VOLCANIC-GLASS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-WATER-ICE-TRACE","Water Ice Trace","Volatile","Exotic","Planetary","1","1","0","0","0","Ices and Frozen Volatiles","Water Ice","","Volatile;Exotic;Planetary","Ice","true","false","","","false","false","","false","RES-PROFILE-WATER-ICE-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-WATER-ICE-VAPOR","Water Ice Vapor","Volatile","Uncommon","Planetary","1","1","0","0","0","Ices and Frozen Volatiles","Water Ice","","Volatile;Uncommon;Planetary","Ice","true","false","","","false","false","","false","RES-PROFILE-WATER-ICE-VAPOR","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-WHITE-SALT-CRYSTAL","White Salt Crystal","Crystal","Uncommon","Planetary","1","1","0","0","0","Crystals","General Crystals","","Crystal;Uncommon;Planetary","Crystal","true","false","","","false","false","","false","RES-PROFILE-WHITE-SALT-CRYSTAL","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-WORLD-SEED","World Seed","Planetary","Uncommon","Planetary","2","1","0","0","0","Primordial Matter","World Seeds","","Planetary;Uncommon","Primordial Matter","true","false","","","false","false","","false","RES-PROFILE-WORLD-SEED","","Low: stable ID preserved","Canonical record retained."
"RES-0108","Ancient Circuit","Ancient Tech","Relic","Ancient","8","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0108","false","false","","true","RES-0100","DISC-MIGRATED-0108","Medium: explicit inventory and generated-planet migration required","Ancient Circuit is a unique found object, not a repeatable economic material."
"RES-0109","Relic Fragments","Artifact","Relic","Ancient","6","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0109","false","false","","true","RES-0106","DISC-MIGRATED-0109","Medium: explicit inventory and generated-planet migration required","Relic Fragments is a unique found object, not a repeatable economic material."
"RES-0110","Temple Stone","Artifact/Mineral","Relic","Ancient","5","0","0","0","1","","","","","","false","true","ruins-and-structures","DISC-MIGRATED-0110","false","false","","true","RES-0001","DISC-MIGRATED-0110","Medium: explicit inventory and generated-planet migration required","Temple Stone is a unique found object, not a repeatable economic material."
"RES-0111","Lost Archive","Artifact/Data","Relic","Ancient","5","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0111","false","false","","true","RES-0192","DISC-MIGRATED-0111","Medium: explicit inventory and generated-planet migration required","Lost Archive is a unique found object, not a repeatable economic material."
"RES-0112","Ancient Memory Crystal","Artifact/Data","Relic","Ancient","3","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0112","false","false","","true","RES-0101","DISC-MIGRATED-0112","Medium: explicit inventory and generated-planet migration required","Ancient Memory Crystal is a unique found object, not a repeatable economic material."
"RES-0113","Machine Relic","Artifact/Tech","Relic","Ancient","5","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0113","false","false","","true","RES-0099","DISC-MIGRATED-0113","Medium: explicit inventory and generated-planet migration required","Machine Relic is a unique found object, not a repeatable economic material."
"RES-0114","Empire Seal","Artifact","Relic","Ancient","3","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0114","false","false","","true","RES-0106","DISC-MIGRATED-0114","Medium: explicit inventory and generated-planet migration required","Empire Seal is a unique found object, not a repeatable economic material."
"RES-0115","Harmony Tablet","Artifact","Relic","Ancient","2","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0115","false","false","","true","RES-0101","DISC-MIGRATED-0115","Medium: explicit inventory and generated-planet migration required","Harmony Tablet is a unique found object, not a repeatable economic material."
"RES-0116","Void Tablet","Artifact/Cosmic","Relic","Ancient","1","0","0","0","1","","","","","","false","true","ancient-relics","REL-0149","false","false","","true","RES-0080","REL-0149","Medium: explicit inventory and generated-planet migration required","Void Tablet is a unique found object, not a repeatable economic material."
"RES-0117","First Civilization Artifact","Artifact","Relic","Ancient","4","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0117","false","false","","true","RES-0106","DISC-MIGRATED-0117","Medium: explicit inventory and generated-planet migration required","First Civilization Artifact is a unique found object, not a repeatable economic material."
"RES-0118","Ancient Reactor","Ancient Tech","Relic","Ancient","0","0","0","0","1","","","","","","false","true","ruins-and-structures","DISC-MIGRATED-0118","false","false","","true","RES-0102","DISC-MIGRATED-0118","Medium: explicit inventory and generated-planet migration required","Ancient Reactor is a unique found object, not a repeatable economic material."
"RES-0119","Relic Core","Artifact/Core","Relic","Ancient","1","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0119","false","false","","true","RES-0102","DISC-MIGRATED-0119","Medium: explicit inventory and generated-planet migration required","Relic Core is a unique found object, not a repeatable economic material."
"RES-0120","Lost Star Map","Artifact/Data","Relic","Ancient","1","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0120","false","false","","true","RES-0193","DISC-MIGRATED-0120","Medium: explicit inventory and generated-planet migration required","Lost Star Map is a unique found object, not a repeatable economic material."
"RES-0121","Arcology Blueprint","Artifact/Data","Relic","Ancient","2","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0121","false","false","","true","RES-0092","DISC-MIGRATED-0121","Medium: explicit inventory and generated-planet migration required","Arcology Blueprint is a unique found object, not a repeatable economic material."
"RES-0122","City Core","Artifact/Core","Relic","Ancient","2","0","0","0","1","","","","","","false","true","ruins-and-structures","DISC-MIGRATED-0122","false","false","","true","RES-0092","DISC-MIGRATED-0122","Medium: explicit inventory and generated-planet migration required","City Core is a unique found object, not a repeatable economic material."
"RES-0123","War Core","Artifact/Core","Relic","Ancient","1","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0123","false","false","","true","RES-0093","DISC-MIGRATED-0123","Medium: explicit inventory and generated-planet migration required","War Core is a unique found object, not a repeatable economic material."
"RES-0124","Capital Core","Artifact/Core","Relic","Ancient","1","0","0","0","1","","","","","","false","true","ruins-and-structures","DISC-MIGRATED-0124","false","false","","true","RES-0092","DISC-MIGRATED-0124","Medium: explicit inventory and generated-planet migration required","Capital Core is a unique found object, not a repeatable economic material."
"RES-0125","Universal Knowledge Fragment","Artifact/Data","Relic","Ancient","1","0","0","0","1","","","","","","false","true","ancient-relics","DISC-MIGRATED-0125","false","false","","true","RES-0101","DISC-MIGRATED-0125","Medium: explicit inventory and generated-planet migration required","Universal Knowledge Fragment is a unique found object, not a repeatable economic material."
